Detector;Detector-error;Extractor;Extractor-error;Matcher;Matcher-error;InputResolution;InputResolution-error;InputResolution-median;ProcessingResolution;ProcessingResolution-error;ProcessingResolution-median;DisplayFunction(ms);DisplayFunction(ms)-error;DisplayFunction(ms)-median;ObjectFound;ObjectFound-error;ObjectFound-median;AnalyzeSceneFrame(ms);AnalyzeSceneFrame(ms)-error;AnalyzeSceneFrame(ms)-median;AnalyzerProcess(ms);AnalyzerProcess(ms)-error;AnalyzerProcess(ms)-median;SceneKeypoints;SceneKeypoints-error;SceneKeypoints-median;ObjectKeypoints;ObjectKeypoints-error;ObjectKeypoints-median;GoodSceneKeypoints;GoodSceneKeypoints-error;GoodSceneKeypoints-median;GoodTrainKeypoints;GoodTrainKeypoints-error;GoodTrainKeypoints-median;Inliers;Inliers-error;Inliers-median;Outliers;Outliers-error;Outliers-median;InliersCalc(ms);InliersCalc(ms)-error;InliersCalc(ms)-median;DescriptorType;DescriptorType-error;DescriptorType-median;MatchingDescriptors(ms);MatchingDescriptors(ms)-error;MatchingDescriptors(ms)-median;PerspectiveTransform(ms);PerspectiveTransform(ms)-error;PerspectiveTransform(ms)-median;TrackerInitialize(ms);TrackerInitialize(ms)-error;TrackerInitialize(ms)-median;TrackerCorners;TrackerCorners-error;TrackerCorners-median;isInImage;isInImage-error;isInImage-median;isObjectInsideImage(ms);isObjectInsideImage(ms)-error;isObjectInsideImage(ms)-median;TrackingProcess(ms);TrackingProcess(ms)-error;TrackingProcess(ms)-median;Deviation;Deviation-error;Deviation-median;
ORB;;BRIEF;;Flann;;336x252;;336x252;305x229;;305x229;644.52;193.60;469.28;0.00;0.00;false;39.95;13.09;28.23;641.50;192.90;467.17;430.00;0.00;430.00;463.00;0.00;463.00;463.00;0.00;463.00;463.00;0.00;463.00;30.50;7.50;29.00;432.50;7.50;434.00;494.29;153.79;345.90;binary;;binary;107.72;33.12;87.02;0.02;0.01;0.02;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
ORB;;BRISK;;BF;;336x252;;336x252;305x229;;305x229;539.23;192.56;365.87;1.00;1.00;true;50.85;25.69;27.04;535.83;191.69;363.52;203.00;0.00;203.00;272.00;0.00;272.00;272.00;0.00;272.00;272.00;0.00;272.00;36.00;0.00;36.00;236.00;0.00;236.00;482.56;167.67;331.61;binary;;binary;8.68;5.53;4.47;0.03;0.02;0.02;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
ORB;;BRISK;;Flann;;336x252;;336x252;305x229;;305x229;592.34;205.75;679.47;0.70;0.70;true;46.86;21.72;44.10;589.14;205.03;675.52;203.00;0.00;203.00;272.00;0.00;272.00;272.00;0.00;272.00;272.00;0.00;272.00;26.50;9.50;24.00;245.50;9.50;248.00;481.81;168.32;554.68;binary;;binary;74.01;31.81;75.50;0.04;0.03;0.02;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
ORB;;FREAK;;BF;;336x252;;336x252;305x229;;305x229;537.87;175.96;369.18;0.00;0.00;false;33.14;10.42;23.65;534.98;175.32;367.07;281.00;0.00;281.00;379.00;0.00;379.00;379.00;0.00;379.00;379.00;0.00;379.00;36.00;0.00;36.00;343.00;0.00;343.00;488.57;158.03;335.41;binary;;binary;12.76;6.94;6.79;0.03;0.02;0.02;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
ORB;;FREAK;;Flann;;336x252;;336x252;305x229;;305x229;621.94;205.45;440.92;0.00;0.00;false;39.29;16.54;23.92;618.84;204.56;438.74;281.00;0.00;281.00;379.00;0.00;379.00;379.00;0.00;379.00;379.00;0.00;379.00;40.50;13.50;41.00;338.50;13.50;338.00;504.05;174.03;337.72;binary;;binary;102.63;44.41;70.26;0.04;0.03;0.02;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
ORB;;ORB;;BF;;336x252;;336x252;305x229;;305x229;614.74;194.79;450.45;1.00;1.00;true;96.73;30.95;66.54;611.72;194.02;448.13;430.00;0.00;430.00;463.00;0.00;463.00;463.00;0.00;463.00;463.00;0.00;463.00;40.00;0.00;40.00;423.00;0.00;423.00;503.15;158.70;370.56;binary;;binary;20.72;14.59;6.19;0.70;0.69;0.02;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
ORB;;ORB;;Flann;;336x252;;336x252;305x229;;305x229;577.61;87.31;505.48;0.98;0.98;true;80.61;14.33;66.80;575.13;87.12;503.15;430.00;0.00;430.00;463.00;0.00;463.00;463.00;0.00;463.00;463.00;0.00;463.00;47.00;29.00;37.00;416.00;29.00;426.00;407.98;67.42;343.75;binary;;binary;116.95;41.94;91.02;0.02;0.01;0.02;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
ORB;;SIFT;;BF;;336x252;;336x252;305x229;;305x229;3775.79;1121.69;2776.68;0.00;0.00;false;3625.79;1085.63;2667.17;3772.8;1120.92;2773.42;430.00;0.00;430.00;463.00;0.00;463.00;31.00;0.00;31.00;31.00;0.00;31.00;11.00;0.00;11.00;20.00;0.00;20.00;83.11;35.19;50.58;float;;float;96.65;44.62;57.42;0.04;0.03;0.02;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
ORB;;SIFT;;Flann;;336x252;;336x252;305x229;;305x229;3897.75;1220.95;2843.86;0.06;0.06;false;3573.03;1075.86;2647.84;3894.84;1220.21;2840.08;430.00;0.00;430.00;463.00;0.00;463.00;40.00;10.00;39.00;40.00;10.00;39.00;12.00;3.00;12.00;27.50;9.50;27.00;224.12;192.77;193.47;float;;float;108.70;38.87;70.56;0.04;0.04;0.02;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
ORB;;SURF;;BF;;336x252;;336x252;305x229;;305x229;833.93;372.08;830.90;1.00;1.00;true;730.47;329.55;724.66;830.77;371.16;829.42;430.00;0.00;430.00;463.00;0.00;463.00;20.00;0.00;20.00;20.00;0.00;20.00;15.00;0.00;15.00;5.00;0.00;5.00;7.82;4;6.74;float;;float;103.03;51.86;93.95;0.03;0.02;0.02;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
ORB;;SURF;;Flann;;336x252;;336x252;305x229;;305x229;838.07;360.52;503.82;1.00;1.00;true;725.55;328.23;420.95;835.00;359.78;501.51;430.00;0.00;430.00;463.00;0.00;463.00;25.50;6.50;25.00;25.50;6.50;25.00;17.00;5.00;16.00;10.50;5.50;6.00;15.43;12.07;4.92;float;;float;132.55;61.15;72.16;0.05;0.04;0.01;0.00;0.00;0.00;0.00;0.00;0.00;nill;;nill;0.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;10.00;
